location,gender,category,target,time,day,date,year_month,like,after,comment_text
Hebei,male,MA,I,21,Tuesday,2020/4/21,2020/04,14,田园 女权 女性 买房 七折 ， 原因 女性 很累 很苦 ,某田园女权要求女性买房打七折，原因女性很累很苦
Hong Kong,male,MA,I,22,Tuesday,2020/4/21,2020/04,0,太 真实 ， 前女友 渣 女 ,太真实了，我前女友那个渣女就是那样
Hunan,female,SCB,I,23,Tuesday,2020/4/21,2020/04,3,， 营销 号 女性 放在 弱势 ， 女性 财富 男性 ， 女性 依附于 男性 。 真 平权 ， 女性 创造 财富 （ 职位 阻碍 ） ， 强制 男性 财富 多于 女方 ， 男性 不用 一人 背负 “ 房子 车子 票子 ” 重担 ， 理由 女方 一同 承担 ， 平权 解放 男性 ,在这种情况下，营销号反而是把女性放在了弱势方，认为女性的财富只能通过男性才能获得，女性依附于男性。真要平权，女性自己也能创造相等财富（不存在职位上升阻碍等），不能强制要求男性的财富多于女方，男性不用一人背负“房子车子票子”的重担，完全有理由要求女方一同承担，其实平权也是在解放男性
Hubei,female,SCB,I,8,Wednesday,2020/4/22,2020/04,7,微博上 田园 女权 太多 ， 恨国党 ， 女 恶心 ， 家暴 和稀泥 职 场上 歧视 重男轻女 思想 打拳 ok ， 拳打 令人作呕 ， 败坏 女拳 。 ,微博上田园女权太多了，就是恨国党，我一个女的都看着恶心，我觉得对家暴和稀泥这种或者职场上歧视还有一些重男轻女思想打打拳ok，很多人打拳打的真是令人作呕，败坏了真正的女拳。
Guangdong,male,SCB,G,12,Wednesday,2020/4/22,2020/04,0,""" 白人 美洲 移民 日本 移民 东北 开拓 团 类似 性质 侵略 集团 。 扩张 战争 国家 组织 导 种族 扩张 ， 大规模 移民 自发 ， 潜意识 种族 扩张 。 占领 新 土地 ， 繁衍 人口 ， 摧毁 文明 ， 扩张 文明 。 黑绿 移民 潮 ， 做 事 纳粹德国 区别 。 费 一枪 一弹 。 ","白人的美洲移民及日本移民东北的开拓团也是类似性质的侵略集团。扩张战争是国家组织导的种族扩张，而大规模移民则是自发的，潜意识的种族扩张。其结果同样是占领新的土地，繁衍自己的人口，摧毁别人的文明，扩张自己的文明。黑绿移民潮，所做的事和纳粹德国并没有区别。甚至不费一枪一弹。,是的。一个哺乳动物，想生育不是本能吗？况且生育是男女共同的责任，涉及养老、经济、民族生存与扩张。欧洲就是只强调个人的权利而反对一切集体加诸个人的责任。,我爱中国女性。创造人口是整个民族所有个体的责任，不分男女。无论是从养老的角度，经济可持续发展的角度，还是从族群扩张的角度。我只是反对女权当中的逆向民族主义倾向。就类似于欧洲的，只要权利不要责任，一边反婚反育，一边反对养老金改革，一边诅咒老年人快点死。必然造成黑绿种族入侵，文明崩塌"
Others,female,MA,I,16,Wednesday,2020/4/22,2020/04,1,， 支持 男女平等 ， 女权 ， 开口 骂 蠢 ， 结婚 驴 ,是的，坚决支持男女平等，但有些女权很极端，开口就骂别人蠢，结婚的都是驴
Jiangxi,female,SCB,G,20,Wednesday,2020/4/22,2020/04,0,女性 独立思想 成熟 ， 保守 并存 ， 男女 交往 女孩 父母 环境 教育 交往 时要 独立 ， 环境 导致 女孩 依赖 ， 向往 保护 。   情感 博主 ， 认同 ， 无脑 否认 。 ,其实应该是女性独立思想还不够成熟，所以容易极端和保守并存，在男女交往上往往女孩会被父母和环境教育交往时要独立，但是整个大环境导致女孩容易依赖，向往被保护。 可以多看看情感博主，不一定认同，但是不要无脑否认。
Oversea,male,SCB,G,22,Wednesday,2020/4/22,2020/04,0,""" 男人 女人 生 孩子 ， 付 彩礼 ， 房子 不加 女人 名字 ， 特别 田园 男权 ， ？ ","所以有些男人又要女人生孩子，又不要付彩礼，房子又不加女人名字，就特别田园男权了，是不是呢？,我是这么认为的：我要彩礼，我要房子，那我就要付出生育代价，起码生个孩子。彩礼和房子是生育补偿和未来保障。我不要生孩子，我要活得自由，那我就不要彩礼和房子。而我不要做牛做马，是无论生不生孩子，无论男女，都不要做牛做马，你觉得呢？"
Jiangsu,female,MA,G,22,Wednesday,2020/4/22,2020/04,0,事到如今 转发 条 。 人想 搞 “ 婚女 女权 ” ， 请便 。 姥子 承认 猪脑子 带不动 。 爱 。 ,事到如今我就再转发这条出来。如果还有人想搞“婚女女权”，请便。姥子承认猪脑子带不动。你们爱咋咋地。
Beijing,female,MA,G,21,Thursday,2020/4/23,2020/04,1,""" 复读机 ？ 想 全世界 公布 处女 ？ ","你是复读机么？你是不是想给全世界公布自己是处女？,贱货不要跟我讲话，我有洁癖，还有，你👴我不像你，不是所有女性都像你这样，没有自尊心的憨批玩意,对嘛，别人是不是处有关你这个贱货什么事？下三滥的憨批,谁知道是不是呢，老阿姨，宁就是那种贱货吧，专门服侍命殒🐶的贱货,宁是不是天天跪在那杂种面前像个下三滥的贱种一样求.操啊？,谁知道哦，指不定宁就是那种没自尊的女人呢，啊对了，命殒i那个孤儿是不是给你钱让你陪他睡，又让你当水军啊？是不是这样呢亲,哟，宁都老大叔了还连最基本的素质都没有，常识也懂不了几个，只知道别人给你点钱你就像个🐶一样的给他使唤，到底是谁最垃圾呢？骂你还侮辱了🐶"
Zhejiang,male,SCB,G,11,Friday,2020/4/24,2020/04,0,说到底 女性 同理 心 ， 讲 厌女 ,说到底不过是女性更有同理心罢了，怎么还能被讲厌女
Heilongjiang,female,MA,G,20,Friday,2020/4/24,2020/04,34,指条 明路 ， 搞 基去 ， 仇女 ， 喜欢 男人 ， 不用谢 ,给你们指条明路，搞基去吧，这么仇女，你们应该去喜欢男人，不用谢
Guangxi,male,MA,I,20,Friday,2020/4/24,2020/04,41,， 反对 女拳 = 仇女 ， 脸 太大 。 ,来了来了，反对极端女拳=仇女，脸也太大了。
Heilongjiang,female,SA,I,20,Friday,2020/4/24,2020/04,3,好好 读书 弟弟 ， 瘦 一点 受 一点 ， 男人 喜欢 🙃 ,好好读书吧弟弟，争取瘦一点受一点，才能有男人喜欢你🙃
Heilongjiang,female,MA,G,20,Friday,2020/4/24,2020/04,2,性别 改回去 ， 不想 做 男 ？ 泰国 割 🙃 ,把性别改回去，这么不想做男的吗？要不去泰国割了呗🙃
Oversea,female,MA,I,20,Friday,2020/4/24,2020/04,58,反 女权 ？ 眼里 眼里 女人 权益 女权 🙃 ,他那是反极端女权吗？在他和某些人眼里眼里女人只要说一句为自己争取权益的话那都是极端女权🙃
Jiangxi,male,MA,I,22,Friday,2020/4/24,2020/04,3,男性 出生 有罪 ， 不能不要 男性 生理 定罪 ？ ,男性出生就有罪，能不能不要给男性生理定罪？
Jiangxi,male,SCB,I,22,Friday,2020/4/24,2020/04,4,恁 ？ 女权 ？ 浪 国有 女权 ？ 女权 早 几年 早 垃圾 挤下去 ,恁从哪看到的？什么叫正常女权？浪国有几个正常女权？正常女权早几年早被垃圾给挤下去了
Ningxia,female,MA,G,23,Friday,2020/4/24,2020/04,0,， 微博上 反驳 彩礼 low ， 女拳 蛆 围攻 ， 妈 惊 。 ,绝了，我在微博上反驳说彩礼low的人，被女拳和蛆同时围攻，我他妈惊了。
Heilongjiang,female,MA,G,23,Friday,2020/4/24,2020/04,4,想 搞 事情 ， 只不过 两天 看多 辣鸡仇 女癌 发言 ， 太 恶臭 ， 忍不住 想 喷人 。 所说 指 仇女癌 ,其实大家都不是想搞事情的人，只不过我最近这两天看多那种辣鸡仇女癌的发言，太恶臭了，忍不住想喷人。以上所说的话指针对仇女癌
Shanghai,male,SCB,I,23,Friday,2020/4/24,2020/04,2,反对 女拳 仇女 ， 建议 搞 les ， 奥没人 搞 ， 没事 ,反对极端女拳就是仇女，建议你去搞les，奥没人愿意跟你搞啊，那没事了
Others,male,SCB,G,23,Friday,2020/4/24,2020/04,7,， 营销 号 洗脑 成 田园 女权 ,你啊，就是被这些营销号洗脑成了田园女权
Others,male,SCB,I,0,Saturday,2020/4/25,2020/04,4,未曾 设想 女 👊   真 女权主义者 逼 ， 可惜 。 ,未曾设想女👊 能把一个真女权主义者逼到这般，可惜。
Sichuan,female,SCB,G,0,Saturday,2020/4/25,2020/04,7,好气 ， 有人 越来越 多人 恐婚 恐育 女权 号召 。 当事人 ， 恐婚 恐育 男生 ,真的好气，有人说越来越多人恐婚恐育是女权号召的结果。当事人表示，我们恐婚恐育是被这些男生吓的出来
Guangdong,female,MA,I,0,Saturday,2020/4/25,2020/04,19,看得出 反讽 ， 评论 狗 粉丝 实际上 借着 反 女权 名义 辱骂 女性 ， 仇女 ， 事实 。 ( 别来 杠哈 ， 扪心自问 哪种 ,看得出他有些时候是在反讽，但是评论下很多狗粉丝实际上是借着反极端女权的名义辱骂所有女性，仇女，这是事实。(别来跟我杠哈，扪心自问一下自己到底属于哪种人
Hebei,male,SCB,G,0,Saturday,2020/4/25,2020/04,0,失落 ， 唠叨 这么久 男同胞 回应 ， 一群 温柔 姑娘 ,我其实怪失落的，唠叨了这么久居然没几个男同胞回应我，都是一群温柔的姑娘
Jiangsu,female,MA,I,0,Saturday,2020/4/25,2020/04,17,男 有病 ， 现实生活 中 玩意儿 网上 攻击 女生 ,某些男的就是有病吧，现实生活中不知道什么玩意儿就在网上攻击女生
Others,female,MA,I,0,Saturday,2020/4/25,2020/04,0,楼上 ， 脑补 … 挺 文明 ， 那条 按头 母狗 ,这不楼上就来了，说我脑补…他就算挺文明的了，刚才那条被按头母狗了
Shandong,female,SCB,G,0,Saturday,2020/4/25,2020/04,17,""" 柯洁 想起 高中班 里 第一 男生 ， 考 不好 撞墙 撞 ， 精神 崩溃 ， 当堂 摔书 撕 卷子 号啕大哭 。 满嘴 之乎者也 ， 天才 世界 ","柯洁真的是让我想起高中班里第一的那个男生，考不好就要撞墙撞地，动不动精神崩溃，当堂摔书撕卷子号啕大哭。满嘴之乎者也，可能这就是天才的世界,是真的没毛病。有些人真的心里没什么尺度。反正就是你开不起玩笑，按头田园女权"
Oversea,female,MA,I,0,Saturday,2020/4/25,2020/04,11,本质 仇女 ， 素质 恶臭 屌丝 。 无德 唾弃 。 ,本质就是仇女，没有素质的恶臭屌丝罢了。有才无德必定被人唾弃。
Others,female,MA,G,0,Saturday,2020/4/25,2020/04,0,可不 ， 硬 玩 梗 ， 理解 梗 女 母狗 ， 理解 。 ,可不，硬说玩梗，还觉得不理解梗的女的是母狗罢了，我也是真的不理解。
Shandong,female,MA,G,0,Saturday,2020/4/25,2020/04,0,太 说话 。 竞技 运动 ， 世界 里 。 柯洁 微博 成 仇女 集中营 ,他是真的太不会说话。不过可能竞技运动之类的人都这样，自己在自己的小世界里。但是我觉得柯洁微博已经成了仇女集中营了
Henan,male,MA,I,1,Saturday,2020/4/25,2020/04,0,关键 女生   男生 揪 吊带 笑笑 ， 生气 反抗 男 嚣张 ？ ,关键是现在的女生 被别的男生揪吊带也就笑笑，要是马上生气反抗男的会那么嚣张？
Guangdong,female,MA,G,1,Saturday,2020/4/25,2020/04,8,很无语 ， 言论 明明 女性 ， ， 按头 女 拳师 ， 不让 急 。 太 恶心 说话 ,真的很无语，那言论明明已经是针对女性了，你只要说什么，她们就按头你是女拳师，不让你急什么。太恶心了他们说话
Others,female,MA,I,1,Saturday,2020/4/25,2020/04,0,支持 平权 反对 男性 搞 压迫 懂 微博上 女 👊 含义 ， ， 站队 ， 尴尬 爆炸 。 第一次 蝈蝻 ， ， 婚驴 ？ 😂 ,而我一个支持平权甚至反对一些对男性搞压迫的人因为不懂微博上的女👊含义，甚至以为他们和我一样，然后为此站队的人，尴尬到爆炸。第一次知道蝈蝻，还有什么，婚驴？😂
Jiangsu,female,MA,I,1,Saturday,2020/4/25,2020/04,5,? 女生 ， 本质 男 猥琐男 ? ,?女生什么反应我不管，本质上不就是男的猥琐男吗?
Others,female,MA,G,1,Saturday,2020/4/25,2020/04,4,坦克 好笑 ？ 金针菇 笑 ？ 开不起 玩笑 ， ？ ,说人家坦克真的好笑吗？那你们金针菇我们也可以笑吧？不会这么开不起玩笑吧，不会吧不会吧？
Oversea,female,MA,I,1,Saturday,2020/4/25,2020/04,11,身边 男孩子 ， ， 尊重 女性 。 大学 朋友 聚在一起 聊到 性骚扰 事情 ， 笑 “ 事情 ” ， 在场 三四个 女生 性骚扰 ， 沉默 。 男生 ， 是因为 “ 伤疤 ” 随随便便 对人 揭开 ,我身边也有像你一样的男孩子，人很好，也很尊重女性。有一次我们大学几个要好的朋友聚在一起聊到被性骚扰这个事情的时候，他还笑了说“现在这种事情应该很少吧”，直到在场的三四个女生都表示自己被性骚扰过，他沉默了。我相信有的男生是真的不知道，那是因为这种“伤疤”我们不会随随便便对人揭开
Macau,male,MA,I,2,Saturday,2020/4/25,2020/04,0,关键 🐴   男 管好 手 ,关键你🐴呢 男的管好自己的手不就啥都没了
Beijing,female,MA,I,7,Saturday,2020/4/25,2020/04,60,柯洁 粉丝 这段话 生气 ， 开心 ， 女性 生气 。 ,凡是柯洁和他的粉丝能因这段话感到生气，那么很开心的告诉你们，女性因为你们说过的话更生气。
Guangdong,male,SCB,I,7,Saturday,2020/4/25,2020/04,2,女拳 上头 收钱 节奏   傻球 下边 跟风 乱 出拳     横批 拳法 无章 ,女拳上头收钱带节奏 傻球下边跟风乱出拳  横批拳法无章
Shandong,male,MA,I,8,Saturday,2020/4/25,2020/04,4,断章取义 造谣生事 厉害 ， 柯洁 智商 说出 造谣 几句话 ？ ,断章取义造谣生事好厉害，柯洁的智商会说出你造谣的那几句话吗？
Beijing,female,SO,I,8,Saturday,2020/4/25,2020/04,13,""" 赞同 男性 家暴 女性 ","赞同男性家暴女性,会啊，你看啊，女棋手赢了比赛，说人家是没穿内衣勾引了男选手 评论配图"
Shaanxi,male,MA,I,8,Saturday,2020/4/25,2020/04,4,！ 女孩 找对象 标准 加 。 喜欢 支持 柯洁 ， 。 尊重 写 。 自我 高潮 中 羞辱 女性 ,我觉得！女孩以后找对象的一个标准可以加一个。如果喜欢并支持柯洁的，可以不要了。因为这种人不知道尊重怎么写。每天都在自我高潮中羞辱女性
Others,male,SCB,G,8,Saturday,2020/4/25,2020/04,0,当今社会 ， 女性 地位 很大 ， 领域 女性 依然 不及 男性 ， 男女平等 推进 。 女权 理解 ， 嘴里 喊 男女平等 ， 实际上 女性 各个领域 碾压 男性 ， 碾压 男性 ， 搬出 “ 平等 ” 实际上 歧视 男性 概念 女性 特权 ， 歧视 女性 。 ,其实当今社会，女性地位已经取得了很大的进步，但是其他领域女性依然不及男性，男女平等还要继续推进。极端女权很好理解的，就是嘴里喊着男女平等，实际上要求女性必须在各个领域都碾压男性，如果不能碾压男性，就搬出所谓“结果平等”这种实际上是歧视男性的概念来要求女性特权，否则就是歧视女性。
Others,female,MA,I,8,Saturday,2020/4/25,2020/04,2,得了吧 ， 天天 维护 女性 权利 社会 ， 现实生活 中 看不起 女性 ， 维护 看不起 女性 猥琐男 上天 ,得了吧，就现在天天说维护女性权利的社会了，可是现实生活中还是很多看不起女性的，如果不维护部分看不起女性的猥琐男不是要上天么
Others,female,MA,I,8,Saturday,2020/4/25,2020/04,0,奥 ， 男生 笑 女生 坦克 ， 女生 笑 男生 金针菇 ， 开 玩笑 金针菇 qq 肠 类型 小鸡 男孩 。 ,奥，男生能笑女生坦克，女生不能笑男生金针菇吗，开这种玩笑的就是金针菇qq肠那种类型的小鸡男孩哈。
Henan,male,SO,I,9,Saturday,2020/4/25,2020/04,0,踩 蛋 反抗 嚣张 ， 反抗 住院 ,你踩我蛋我不反抗你肯定嚣张啊，但我反抗你肯定住院啊
Anhui,male,MA,I,9,Saturday,2020/4/25,2020/04,4,( ´ ･ ㉨ ･ ` ) 拳师 柯洁 侮辱性 名词 ， 服 ,(´･㉨･`)还有拳师要把柯洁和一些侮辱性名词联系起来，服了
Hubei,female,MA,G,9,Saturday,2020/4/25,2020/04,11,""" 选择性 眼瞎 ？ 看不到 评论 ？ 看不懂 内部 交流 emoji ？ ？ 看不到 144 坦克 ？ 看不到 回应 怼 奚梦瑶生 孩子 下蛋 女 女权 ？ 内部 一致意见 吼 ","你选择性眼瞎吗？看不到评论吗？还是你们自己都看不懂内部交流的emoji？？看不到144坦克吗？看不到他回应怼他说奚梦瑶生孩子是下蛋的女的是极端女权？你们自己内部都不是一致意见吼,我树什么猜想了。下蛋是我说的？还是我逼柯洁说的？母狗是我逼你们说的一口一个母狗合着都是我的猜想？打靶当然要有真的靶子才能打被打的人才会急得跳脚啊"
Ningxia,female,MA,G,9,Saturday,2020/4/25,2020/04,8,女权 本来 褒义词   女性 追求 男女平等   微博上 男权 贬义 化 ,其实女权本来是个褒义词 是说女性追求男女平等之类的 结果被微博上的一些极端男权贬义化了
Henan,male,SCB,I,10,Saturday,2020/4/25,2020/04,0,， 微博上 女权 师 女权 扩大化 ， 哪一点 如愿 侵犯 女权 ， 实质 女 高 男低 思想 ， 社会 女性 树立 不好 榜样 。 女权 男女平等 ， 一昧 追求 ， 微博上 乱 ,不不不，只是微博上有的女权师把女权扩大化了，哪一点不如愿就说侵犯了女权，实质上那种只是强调了女高男低的思想，给社会女性树立了不好的榜样。真正女权应该主张男女平等，而不是一昧地追求极端，微博上还是比较乱而已
Hubei,male,SCB,G,10,Saturday,2020/4/25,2020/04,0,微 博里 女权 女权 ， 眼里 女权 男女 对立 ， 权利 履行义务 ， 本来 社会 男性 女性 建设 ， 男女平等 社会 男性 ,因为现在微博里的女权很多都是极端女权，她们眼里的女权就是男女对立，就是只要权利不履行义务，本来这个社会应该是男性和女性一起建设的，但是到了她们那就变成了男女平等的社会不需要男性
Hubei,female,SCB,G,10,Saturday,2020/4/25,2020/04,0,想要 回到 古代 ， ， 试试看 ， 跟着 有钱人 ， 偶像 不行 ？ 反正 三妻四妾 ， 到时候 一群 屌丝 男哭 求 一夫一妻 ， 一夫多妻 想想 哪种 ， ， 了不起 ， 坐 拥数 美 有没有 能力 ,想要回到古代，呵呵，你让他们试试看，人跟着有钱人，偶像什么的不行？反正是三妻四妾嘛，到时候有一群屌丝男哭着求一夫一妻，要是真的一夫多妻也不想想自己是哪种人，呵，就自以为自己很了不起呗，坐拥数美也看你有没有那个能力好嘛
Others,female,MA,I,10,Saturday,2020/4/25,2020/04,0,高中 穿 b 短裤 男生 长大   长成 柯洁   太丑 🤷 ♀ ️ ,也不知道高中说我穿齐b短裤的男生们长大了没 可别长成柯洁这样 太丑🤷♀️
Hunan,male,MA,I,10,Saturday,2020/4/25,2020/04,0,搞 男女 对立 ， 利己主义 ， 披上 女权 外衣 。 词 污名 化 。 ,一些搞男女对立，极端利己主义者，披上了女权的外衣。把这个词污名化了。
Guangdong,male,MA,I,10,Saturday,2020/4/25,2020/04,0,""" 张口 闭口 女权 没话说 ， 理解能力 有限 。 想 扣 虎 扑 恶臭 男 帽子 冒犯 ","如果你还是觉得我张口闭口女权我也没话说了，毕竟每个人理解能力有限。只是你上来就想扣我虎扑恶臭男的帽子确实冒犯到我了,虎扑也是煞笔聚集地，一群恶臭弱智搞低俗的东西。我不知道你想yygq什么，但极端女权和极端男权都不可取"
Beijing,female,MA,G,10,Saturday,2020/4/25,2020/04,9,蝈男 男拳 社会 犯罪 成本 太太 太底 社会舆论 太好了 。 女性 男拳 社会 刀子 捅 死 犯罪者   法律 蝻 制定 ,蝈男在男拳社会下犯罪成本太太太底了而且社会舆论对他们太好了。女性在男拳社会就得自己拿刀子捅死犯罪者了 法律是为蝻人制定的
Hebei,male,MA,I,11,Saturday,2020/4/25,2020/04,2,女权 听 ， 说不定 伪装成 女性 节奏 ,那些极端女权不会听的，说不定会伪装成普通女性去带节奏
Hubei,male,SCB,G,11,Saturday,2020/4/25,2020/04,0,女厕 小便池 ？ 女性 站 ？ 气抖 冷 ！ ,为什么女厕没有小便池？女性何时才能站起来？气抖冷！
Inner Mongolia,female,SCB,I,11,Saturday,2020/4/25,2020/04,0,带入 女生 视角 ， 男生 女权 感觉 ， 摘开 发现 微博 男女 对立 扯 ， 反正 现实 世界 差 ,因为你自己带入女生视角了呀，很多男生看极端女权的感觉和你看这个是一样的，你把自己摘开看就发现微博男女对立问题就很扯，反正和我认识的现实世界差很多
Guangdong,male,MA,G,11,Saturday,2020/4/25,2020/04,0,""" 表达 不清 错 ， 站 批评 。 逻辑 评论 区 回复 一位 吵 ～ ","你表达不清就是你的错，你应该被人站出来批评。如果你觉得这个逻辑有问题你去跟评论区回复我的另一位吵～,哟哟哟就这事上南拳在哪？怕不是你觉得的南拳就是发表批评言论吧？要不要咱给你当狗？,wait a minute,宁前脚说不是嘴上说说而已，后脚又来一句“不见发表尊重女性言论”，双标玩的好啊～,就事论事，这件事讽刺的是什么东西，跳脚的又是哪些群体，谁在转移矛盾点你自己清楚，玩尼玛抽象话给爷爪巴,什么时候你博田园女权也能算女权了？挂个名字就牛逼了呗～"
Guangdong,male,MA,G,11,Saturday,2020/4/25,2020/04,1,"""   真 有人 看不懂 我发 微博 ？ ？ ？ ","啊啊好的 不会真有人看不懂我发的微博吧？不会吧？不会吧？,……啊我说的是柯洁侮辱女棋手啊“不见发表尊重女性言论”我说委婉了让你理解错了不好意思  柯洁侮辱过女性还拿“他支持男女平权”来洗 真的 很 恶 心,还有我说的是“男女平权不是嘴上说说而已”"
Others,female,MA,I,11,Saturday,2020/4/25,2020/04,0,， ， 女权 本质 维护 女性 利益 ， 获取 本该 资源 ， 男权 社会 男性 ， 女性 训 化成 男权 拥护者 ， 女权 言论 冒头 ， 男女 对立 加剧 。 ,嗯嗯，是的，但女权本质就是维护女性利益，获取本该自己的资源，这必定在一个男权社会引起很多男性的不满，部分女性已经训化成男权拥护者，这种情况极端女权言论更容易冒头，男女对立肯定也会加剧。
Guangdong,male,MA,G,11,Saturday,2020/4/25,2020/04,0,""" 真急 ， 不介意 好好 梳理 我俩 对话 ～ 实在 懒得 打字 ， 开个 语音 好好 解释 一波 逻辑 线 ～ 辩论 场上 咄咄逼人 辩手 ， 只不过 辩论 方式 ","你还真急了，我不介意你再好好梳理一下我俩的对话～我实在懒得打字，要不开个语音我还能给你好好解释一波我的逻辑线～你现在就像一个辩论场上咄咄逼人的辩手，只不过辩论方式有问题,btw，我一开始就说了就事论事。什么洗不洗地的我可担不起～你的思维模式就是个完整的二叉树分布，而我跟你在第三层节点就已经不在一个频道了,你大概只是急着用主观猜测给我扣帽子来满足“为弱势群体发声”进而达到“我是个三观正确的好人，我跟那些乌烟瘴气的人不一样”的目的？不用那么急，先把人的话好好看懂再来回复。两个回合前我就已经懒得给你解释了……,非黑即白的思维模式我想我没必要跟你继续交流了……你的思维是二叉树么？,知乎有很多相关问题，我没必要给你打上几千字解释。你真要是想了解而不是在这阴阳怪气我什么都不懂的话那你大可以去看。另外在微博逛了这么久，那些披着女权外衣给自己的人格缺陷找理由的女性见得还少吗？,我是个gay，你自己想我会不会。我并没有了解过去的新闻，单就这件事上发表意见，并且坚定反对这件事上跳出来的田园女权。,这次的内容很难懂？对田园女权有一点了解的看懂反讽不难吧？难道还要给广大网友开抽象语启蒙班？就算自己掂量不明白那随便跳脚上热搜扣帽子就是对的？,这件事柯洁讽刺的田园女权有资格代表女性吗？你要是看不懂攻击对象而把敌意误转移到自己身上请问怪的是谁？,就 事 论 事，这件事宁都没搞明白人讽刺的田园女拳你往后翻什么旧账呢？"
Beijing,male,MA,I,11,Saturday,2020/4/25,2020/04,0,""" 洗地 狗 爷 爬 ， 听懂 ？ 想 蛔虫 思维 频道 ？ 柯洁 报团 ， 解释 就别 说话 懂吗 ？ 知乎 解释 ， 归纳 说不出来 啥事 田园 女权 ， 柯洁 讽刺 爬 懂吗 ","洗地狗给爷爬，听懂了么？谁想和蛔虫在一个思维频道？你和柯洁报团去吧，解释不清楚就别说话懂吗？还知乎有专门的解释，不会归纳总结说不出来啥事田园女权，柯洁是讽刺的哪个特点就爬懂吗,怎么非黑即白了，只有白和不白，你自己把不白理解成黑还说别人非黑即白,就像有人跳出来讽刺gay滥交，讽刺零女性化，哪怕不是gay都可以站出来替gay发声。难道你还要替他说，他讽刺的是部分gay吗？你没法儿感同身受就不要替他洗地了吧,请问啥是田园女权，发声就是田园女权了？你gay不gay别人也不care你只需要说你是男的就好了，gay必然是男的。你的言行只会从男性的角度出发没错吧，你既然感觉不到女生的感觉又凭啥跳出来反对呢，毕竟柯洁讽刺的是女不是男？,你到时可以了是柯洁肚子里的蛔虫了，请问他那条微博讽刺的是田园女权的什么内容呢？田园女权怎么定义的呢？既然你说了，那就说个子丑寅卯出来啊,而且田园女权又是他自己鉴定的，送他一个女权鉴定师不为过吧。你说他讽刺的是田园女权，请你按照他结合那条微博，具体说出来，哪种叫做田园女权，哪里值得讽刺。听你们说了这么多田园女权了，我也想看看啥样的叫田园女权？,请问他的发言难道是指定人可见？微博而已，自己说话就说说清楚，说不清楚就让别人不舒服就可以站出来说他，难不成还忍着，去从他出生开始看起？？？搞笑。还怪人自己对号入座，怪他不指名道姓吧,男权在别人说柯洁，然后男的就要报团替柯洁洗地。。。。融入到细枝末节里你自己都感觉不到，叫久而不闻其臭不懂吗？博主说柯洁的言行让人不适，你就要跳出来帮他，假设柯洁是女性，在讽刺男性你会不会为此发言，扪心自问了,且这条微博根本没有给柯洁定帽子所以没说他讽刺谁就是不怎么怎么样哦。不是因为他讽刺了谁，而是因为他的言行感觉不到对女性的尊重，所以女孩子站出来发声不可以吗？随便你用的什么手法，明嘲暗讽都可以别人感到不适就可以提出来才是这里面的逻辑。,谁说是因为“一旦”，是屡次，今天才挨骂，谁说是“无脑”你去看看他嘲讽的都是无脑吗？无脑行为不是他自己吗？你洗地的方式好特别啊。"
Beijing,female,MA,G,11,Saturday,2020/4/25,2020/04,5,不利于 男性 利益 一律 打成 女拳 ， 鉴定 资格证 ,不利于男性利益的一律被打成女拳，他们有鉴定资格证
Others,female,MA,I,12,Saturday,2020/4/25,2020/04,0,女权 打成 女权 ， 是因为 ， 话 影响 ， 害 ， 女生 杀 搞 男人 ， 寻思 新闻 男 做 算 ？ ,大多数所谓的极端女权被打成极端女权，都是因为她们说的话，但是真的说的那些话我觉得实际影响根本就没有什么，没有害别人，没有让女生去杀去搞男人，我寻思这跟新闻上那些男的做的算什么呢？
Shanghai,female,MA,I,12,Saturday,2020/4/25,2020/04,0,刀不扎 不疼 ， 男人 骂 两句 跳 三丈 高 ， “ 新闻 ” 生气 ,因为刀不扎在自己身上不疼的，男人被骂两句能跳三丈高，比看到某些“新闻”还生气呢
Inner Mongolia,female,SCB,I,12,Saturday,2020/4/25,2020/04,0,事儿 适合 打拳 ， 理解 错 ， 田园 女权 ， 搞 ， 每次 事情 挺烦 ,这个事儿就不适合打拳着呢，不认识他的人肯定就理解错了，主要对于那些田园女权，我也不知道怎么搞，每次看这种事情都挺烦的
