location,gender,category,target,time,day,year_month
Heilongjiang,female,MA,I,13,Sunday,2020-01
Zhejiang,male,MA,I,14,Sunday,2020-01
Hubei,female,MA,I,22,Sunday,2020-01
Hong Kong,female,MA,G,22,Sunday,2020-01
Others,female,MA,G,3,Monday,2020-01
Others,male,SCB,I,17,Wednesday,2020-01
Guangdong,female,MA,I,22,Thursday,2020-01
Hainan,male,MA,G,6,Friday,2020-01
Guangdong,female,MA,I,10,Friday,2020-01
Shaanxi,female,SCB,G,10,Friday,2020-01
Beijing,female,MA,I,12,Friday,2020-01
Taiwan,female,MA,I,13,Friday,2020-01
Others,female,SCB,G,13,Friday,2020-01
Shanghai,female,SCB,G,19,Saturday,2020-01
Guangdong,female,MA,G,11,Sunday,2020-01
Others,female,SCB,G,11,Sunday,2020-01
Others,female,SCB,G,11,Sunday,2020-01
Others,female,MA,G,11,Sunday,2020-01
Guangdong,female,SCB,I,11,Sunday,2020-01
Guangdong,female,MA,I,11,Sunday,2020-01
Guangdong,female,MA,G,11,Sunday,2020-01
Others,female,SCB,I,11,Sunday,2020-01
Anhui,female,MA,I,11,Sunday,2020-01
Oversea,female,MA,I,11,Sunday,2020-01
Yunnan,female,MA,G,11,Sunday,2020-01
Fujian,female,MA,G,11,Sunday,2020-01
Others,female,MA,I,11,Sunday,2020-01
Others,female,MA,G,11,Sunday,2020-01
Sichuan,male,MA,I,11,Sunday,2020-01
Guangdong,female,MA,I,11,Sunday,2020-01
Others,female,MA,I,12,Sunday,2020-01
Henan,female,MA,I,12,Sunday,2020-01
Others,female,MA,I,12,Sunday,2020-01
Beijing,female,MA,G,12,Sunday,2020-01
Others,female,MA,I,12,Sunday,2020-01
Guangdong,female,MA,G,13,Sunday,2020-01
Others,female,MA,I,16,Sunday,2020-01
Anhui,male,MA,I,16,Sunday,2020-01
Shanghai,female,MA,I,16,Sunday,2020-01
Others,female,MA,I,17,Sunday,2020-01
Shanghai,female,MA,I,18,Sunday,2020-01
Henan,male,MA,G,19,Sunday,2020-01
Liaoning,female,MA,I,20,Sunday,2020-01
Guizhou,male,MA,I,20,Sunday,2020-01
Others,female,MA,I,20,Sunday,2020-01
Others,female,SCB,I,21,Sunday,2020-01
Oversea,female,MA,G,22,Sunday,2020-01
Beijing,female,MA,G,13,Monday,2020-01
Hainan,female,MA,I,7,Tuesday,2020-01
Hainan,female,MA,I,7,Tuesday,2020-01
Hainan,female,MA,I,7,Tuesday,2020-01
Others,female,MA,I,8,Tuesday,2020-01
Others,female,SCB,I,8,Tuesday,2020-01
Zhejiang,female,MA,I,8,Tuesday,2020-01
Others,female,MA,I,9,Tuesday,2020-01
Shanghai,male,SCB,I,11,Tuesday,2020-01
Jiangsu,female,MA,I,11,Tuesday,2020-01
Others,female,MA,I,11,Tuesday,2020-01
Oversea,male,SCB,I,11,Tuesday,2020-01
Others,female,SCB,G,12,Tuesday,2020-01
Chongqing,female,MA,G,8,Thursday,2020-01
Beijing,female,MA,G,9,Thursday,2020-01
Hubei,female,MA,I,22,Saturday,2020-01
Shanxi,female,MA,I,21,Sunday,2020-01
Hubei,female,MA,I,17,Monday,2020-01
Others,female,MA,I,17,Monday,2020-01
Others,female,MA,G,18,Monday,2020-01
Others,female,SCB,I,18,Monday,2020-01
Others,female,SCB,I,18,Monday,2020-01
Oversea,female,MA,I,18,Monday,2020-01
Shanghai,female,SCB,G,18,Monday,2020-01
Others,female,MA,G,22,Monday,2020-01
Shanghai,male,MA,I,0,Tuesday,2020-01
Tibet,male,MA,I,10,Tuesday,2020-01
Jiangsu,female,MA,G,10,Tuesday,2020-01
Oversea,female,MA,G,10,Tuesday,2020-01
Jiangsu,female,MA,G,10,Tuesday,2020-01
Sichuan,female,SCB,G,10,Tuesday,2020-01
Others,female,MA,I,10,Tuesday,2020-01
Oversea,female,SCB,I,10,Tuesday,2020-01
Others,female,MA,I,10,Tuesday,2020-01
Shanghai,female,MA,I,12,Tuesday,2020-01
Others,male,MA,I,12,Tuesday,2020-01
Others,male,MA,I,12,Tuesday,2020-01
Others,female,MA,I,12,Tuesday,2020-01
Oversea,male,MA,I,13,Tuesday,2020-01
Others,female,MA,I,15,Tuesday,2020-01
Hunan,male,MA,I,16,Tuesday,2020-01
Hunan,male,MA,G,18,Tuesday,2020-01
Others,female,MA,G,22,Tuesday,2020-01
Others,female,SO,G,22,Tuesday,2020-01
Guangxi,female,MA,I,4,Wednesday,2020-01
Others,female,SO,I,11,Wednesday,2020-01
Beijing,male,MA,G,11,Sunday,2020-02
Oversea,female,MA,I,11,Monday,2020-02
Beijing,male,MA,I,11,Monday,2020-02
Zhejiang,male,SCB,I,11,Monday,2020-02
Others,female,MA,I,11,Monday,2020-02
Oversea,female,MA,G,13,Monday,2020-02
Guangdong,female,SA,I,15,Monday,2020-02
Liaoning,female,MA,I,15,Monday,2020-02
Hubei,male,SCB,I,16,Monday,2020-02
Zhejiang,female,SO,I,16,Monday,2020-02
Others,male,MA,I,17,Monday,2020-02
Hubei,male,SCB,I,20,Monday,2020-02
Others,male,MA,I,22,Monday,2020-02
Shandong,male,MA,I,8,Tuesday,2020-02
Others,female,SO,G,3,Wednesday,2020-02
Others,male,MA,I,8,Wednesday,2020-02
Jiangxi,female,MA,I,13,Wednesday,2020-02
Anhui,female,MA,G,14,Wednesday,2020-02
Others,male,MA,G,15,Wednesday,2020-02
Others,male,MA,G,23,Wednesday,2020-02
Yunnan,female,MA,I,9,Thursday,2020-02
Sichuan,female,MA,I,18,Thursday,2020-02
Hubei,male,MA,I,12,Friday,2020-02
Shaanxi,male,MA,G,5,Saturday,2020-02
Zhejiang,male,MA,I,15,Sunday,2020-02
Zhejiang,male,MA,G,15,Sunday,2020-02
Zhejiang,male,MA,G,15,Sunday,2020-02
Others,male,MA,G,6,Tuesday,2020-02
Jiangsu,male,SCB,I,9,Wednesday,2020-02
Others,male,MA,G,18,Wednesday,2020-02
Hebei,female,MA,I,20,Thursday,2020-02
Others,female,MA,I,13,Friday,2020-02
Jiangsu,female,MA,I,14,Friday,2020-02
Others,male,MA,G,14,Friday,2020-02
Hebei,female,MA,G,15,Friday,2020-02
Others,female,SA,G,17,Friday,2020-02
Others,female,MA,G,17,Friday,2020-02
Others,female,MA,I,17,Friday,2020-02
Shanghai,female,SO,I,18,Friday,2020-02
Chongqing,female,MA,I,19,Friday,2020-02
Others,female,SCB,I,19,Friday,2020-02
Hunan,female,MA,I,19,Friday,2020-02
Oversea,female,MA,I,20,Friday,2020-02
Oversea,female,MA,I,20,Friday,2020-02
Others,female,SCB,I,21,Friday,2020-02
Zhejiang,female,MA,I,23,Friday,2020-02
Others,female,MA,I,1,Saturday,2020-02
Guangdong,female,MA,I,2,Saturday,2020-02
Sichuan,female,MA,I,3,Saturday,2020-02
Zhejiang,female,MA,I,10,Saturday,2020-02
Others,female,MA,I,11,Saturday,2020-02
Beijing,female,MA,G,12,Saturday,2020-02
Others,female,MA,I,12,Saturday,2020-02
Others,female,SCB,I,2,Sunday,2020-02
Zhejiang,female,MA,I,10,Sunday,2020-02
Others,female,MA,I,11,Sunday,2020-02
Shanghai,female,SCB,G,11,Sunday,2020-02
Others,female,SCB,I,11,Sunday,2020-02
Others,female,MA,G,12,Sunday,2020-02
Guangdong,female,MA,I,12,Sunday,2020-02
Zhejiang,female,SCB,G,14,Sunday,2020-02
Shandong,female,SCB,I,14,Sunday,2020-02
Others,female,MA,I,14,Sunday,2020-02
Others,female,SCB,I,14,Sunday,2020-02
Fujian,female,MA,I,17,Sunday,2020-02
Others,female,SCB,I,20,Sunday,2020-02
Others,female,MA,I,20,Sunday,2020-02
Others,female,SCB,G,22,Sunday,2020-02
Oversea,female,MA,I,0,Monday,2020-02
Beijing,male,MA,I,5,Monday,2020-02
Beijing,male,SCB,I,6,Monday,2020-02
Others,female,SCB,G,9,Monday,2020-02
Jiangsu,female,MA,I,9,Monday,2020-02
Shanghai,female,SCB,G,11,Monday,2020-02
Others,male,MA,I,12,Monday,2020-02
Guangdong,female,MA,I,13,Monday,2020-02
Others,female,MA,I,16,Monday,2020-02
Oversea,female,SCB,G,17,Monday,2020-02
Sichuan,female,MA,I,17,Monday,2020-02
Shandong,female,MA,G,18,Monday,2020-02
Others,female,MA,I,19,Monday,2020-02
Yunnan,male,SCB,I,19,Monday,2020-02
Jiangsu,female,SA,G,19,Monday,2020-02
Oversea,female,SCB,G,23,Monday,2020-02
Heilongjiang,female,MA,I,3,Tuesday,2020-02
Oversea,female,MA,G,4,Tuesday,2020-02
Jiangsu,female,MA,I,7,Tuesday,2020-02
Shanghai,male,SCB,I,7,Tuesday,2020-02
Zhejiang,female,SA,G,12,Tuesday,2020-02
Yunnan,female,MA,I,17,Tuesday,2020-02
Hubei,female,MA,I,18,Tuesday,2020-02
Others,female,SCB,G,0,Wednesday,2020-02
Others,male,MA,I,18,Wednesday,2020-02
Liaoning,female,MA,G,18,Wednesday,2020-02
Guangdong,male,MA,G,13,Thursday,2020-02
Guangdong,female,MA,G,13,Thursday,2020-02
Hubei,female,SCB,I,16,Thursday,2020-02
Hubei,female,SCB,I,18,Thursday,2020-02
Oversea,female,SCB,I,19,Thursday,2020-02
Others,female,SCB,G,22,Thursday,2020-02
Shanghai,female,MA,I,18,Friday,2020-02
Guangdong,female,MA,I,3,Sunday,2020-02
Guangdong,female,MA,I,3,Sunday,2020-02
Others,female,SCB,G,3,Sunday,2020-02
Guangdong,female,MA,I,4,Sunday,2020-02
Oversea,female,MA,I,5,Sunday,2020-02
Oversea,female,MA,I,5,Sunday,2020-02
Jilin,female,MA,G,9,Sunday,2020-02
Others,female,MA,I,9,Sunday,2020-02
Guangdong,male,MA,G,17,Sunday,2020-02
Beijing,female,MA,G,17,Monday,2020-02
Others,female,SCB,G,18,Wednesday,2020-02
Others,female,MA,I,21,Wednesday,2020-02
Tianjin,female,MA,I,23,Friday,2020-02
Oversea,female,MA,G,11,Saturday,2020-02
Guangdong,male,SCB,G,16,Saturday,2020-02
Jiangsu,female,MA,I,12,Sunday,2020-03
Others,female,MA,G,15,Sunday,2020-03
Others,female,SCB,G,17,Sunday,2020-03
Others,female,MA,I,19,Sunday,2020-03
Anhui,male,MA,I,14,Monday,2020-03
Oversea,female,SCB,I,16,Monday,2020-03
Beijing,female,MA,I,18,Monday,2020-03
Yunnan,female,SCB,I,13,Tuesday,2020-03
Others,male,SCB,I,16,Tuesday,2020-03
Shandong,male,SCB,G,11,Thursday,2020-03
Jiangsu,female,MA,I,0,Saturday,2020-03
Others,female,MA,I,0,Saturday,2020-03
Others,female,MA,I,0,Saturday,2020-03
Liaoning,female,SCB,I,0,Saturday,2020-03
Others,female,MA,G,0,Saturday,2020-03
Liaoning,female,SCB,I,0,Saturday,2020-03
Others,female,MA,G,1,Saturday,2020-03
Oversea,female,SCB,I,9,Saturday,2020-03
Shanghai,female,MA,I,11,Saturday,2020-03
Shanghai,female,MA,I,11,Saturday,2020-03
Beijing,female,MA,I,11,Saturday,2020-03
Beijing,female,MA,I,12,Saturday,2020-03
Qinghai,female,MA,I,17,Saturday,2020-03
Hebei,male,SCB,I,19,Sunday,2020-03
Shanghai,female,MA,G,22,Sunday,2020-03
Shanghai,female,MA,G,22,Sunday,2020-03
Shanghai,female,SCB,G,22,Sunday,2020-03
Shanghai,female,MA,G,22,Sunday,2020-03
Shanghai,female,SCB,G,22,Sunday,2020-03
Oversea,female,MA,I,2,Monday,2020-03
Oversea,female,MA,I,3,Monday,2020-03
Others,female,MA,G,3,Monday,2020-03
Oversea,female,MA,I,4,Monday,2020-03
Shanghai,female,SCB,G,6,Tuesday,2020-03
Beijing,male,MA,I,11,Tuesday,2020-03
Shanghai,female,MA,I,16,Tuesday,2020-03
Chongqing,female,MA,I,17,Tuesday,2020-03
Henan,female,SCB,G,17,Tuesday,2020-03
Beijing,female,MA,I,20,Tuesday,2020-03
Others,male,MA,G,1,Thursday,2020-03
Sichuan,female,MA,I,9,Thursday,2020-03
Shandong,male,SO,I,9,Thursday,2020-03
Hong Kong,female,MA,I,14,Thursday,2020-03
Shandong,male,MA,I,17,Thursday,2020-03
Shanghai,female,MA,I,16,Saturday,2020-03
Shanghai,female,MA,I,0,Sunday,2020-03
Others,female,SCB,G,0,Sunday,2020-03
Shandong,female,MA,I,1,Monday,2020-03
Others,female,MA,G,12,Thursday,2020-03
Others,female,MA,I,19,Thursday,2020-03
Others,female,MA,G,20,Thursday,2020-03
Hubei,male,MA,I,11,Friday,2020-03
Zhejiang,male,MA,I,11,Friday,2020-03
Others,female,MA,I,12,Friday,2020-03
Chongqing,male,MA,I,12,Friday,2020-03
Anhui,male,MA,I,12,Friday,2020-03
Shanghai,female,MA,I,12,Friday,2020-03
Others,female,MA,G,12,Friday,2020-03
Chongqing,male,MA,I,12,Friday,2020-03
Chongqing,male,MA,I,12,Friday,2020-03
Chongqing,male,SCB,G,12,Friday,2020-03
Beijing,female,MA,I,12,Friday,2020-03
Others,male,MA,I,12,Friday,2020-03
Shanghai,female,SCB,G,11,Saturday,2020-03
Guangdong,female,SCB,G,12,Saturday,2020-03
Oversea,female,MA,G,13,Saturday,2020-03
Others,female,SCB,G,13,Saturday,2020-03
Sichuan,male,SCB,G,14,Saturday,2020-03
Others,female,MA,G,14,Saturday,2020-03
Jiangsu,female,MA,I,8,Sunday,2020-03
Guangdong,female,MA,I,10,Sunday,2020-03
Chongqing,female,MA,G,11,Sunday,2020-03
Others,male,SCB,I,15,Sunday,2020-03
Shanghai,female,SCB,G,16,Sunday,2020-03
Sichuan,female,MA,I,19,Sunday,2020-03
Beijing,female,MA,I,0,Monday,2020-03
Others,male,MA,G,2,Monday,2020-03
Others,female,MA,I,5,Monday,2020-03
Others,female,SCB,I,6,Monday,2020-03
Sichuan,female,MA,G,16,Monday,2020-03
Beijing,male,MA,G,2,Tuesday,2020-03
Oversea,male,MA,I,3,Tuesday,2020-03
Others,female,MA,I,9,Tuesday,2020-03
Jiangsu,female,MA,I,9,Tuesday,2020-03
Liaoning,female,MA,I,9,Tuesday,2020-03
Sichuan,female,SCB,G,10,Tuesday,2020-03
Others,female,MA,G,10,Tuesday,2020-03
Others,female,SCB,G,10,Tuesday,2020-03
Beijing,male,MA,I,10,Tuesday,2020-03
Shanghai,male,MA,G,10,Tuesday,2020-03
Others,female,MA,I,10,Tuesday,2020-03
Others,female,MA,I,10,Tuesday,2020-03
Others,female,MA,G,10,Tuesday,2020-03
Others,male,SCB,I,11,Tuesday,2020-03
Others,female,SCB,G,11,Tuesday,2020-03
Others,female,MA,I,11,Tuesday,2020-03
Others,female,MA,I,11,Tuesday,2020-03
Others,male,MA,I,11,Tuesday,2020-03
Jiangsu,female,MA,I,11,Tuesday,2020-03
Others,male,SCB,G,12,Tuesday,2020-03
Jiangsu,female,MA,I,12,Tuesday,2020-03
Others,male,SCB,I,13,Tuesday,2020-03
Others,female,MA,I,13,Tuesday,2020-03
Others,female,SCB,I,13,Tuesday,2020-03
Guangdong,female,MA,I,14,Tuesday,2020-03
Beijing,male,SO,G,14,Tuesday,2020-03
Beijing,male,SCB,G,14,Tuesday,2020-03
Oversea,female,MA,I,15,Tuesday,2020-03
Others,female,MA,I,19,Tuesday,2020-03
Guangdong,female,SCB,I,19,Tuesday,2020-03
Shanghai,female,SCB,G,19,Tuesday,2020-03
Oversea,female,SCB,I,20,Tuesday,2020-03
Beijing,female,MA,I,21,Tuesday,2020-03
Others,female,MA,I,22,Tuesday,2020-03
Shandong,female,MA,I,23,Tuesday,2020-03
Oversea,female,MA,G,23,Tuesday,2020-03
Guangdong,female,SCB,G,0,Wednesday,2020-03
Oversea,female,MA,I,3,Wednesday,2020-03
Shandong,female,MA,I,4,Wednesday,2020-03
Others,female,MA,I,8,Wednesday,2020-03
Guangdong,female,SO,G,12,Wednesday,2020-03
Sichuan,female,MA,I,13,Wednesday,2020-03
Others,male,SCB,G,17,Wednesday,2020-03
Beijing,male,MA,G,17,Wednesday,2020-03
Yunnan,female,SCB,G,17,Wednesday,2020-03
Guangdong,male,MA,I,19,Wednesday,2020-03
Beijing,female,MA,G,23,Wednesday,2020-03
Others,female,MA,I,23,Wednesday,2020-03
Others,female,MA,I,1,Thursday,2020-03
Others,female,MA,I,3,Thursday,2020-03
Others,female,MA,I,14,Thursday,2020-03
Oversea,female,SCB,G,12,Friday,2020-03
Guangdong,female,MA,I,17,Friday,2020-03
Oversea,female,SCB,I,23,Friday,2020-03
Qinghai,female,MA,I,23,Friday,2020-03
Shanghai,female,SCB,I,0,Saturday,2020-03
Oversea,female,MA,I,8,Saturday,2020-03
Hubei,female,SCB,G,11,Saturday,2020-03
Others,male,SCB,I,18,Saturday,2020-03
Shanghai,female,MA,G,4,Sunday,2020-03
Others,female,SCB,I,11,Sunday,2020-03
Beijing,female,SCB,G,14,Sunday,2020-03
Others,female,SCB,I,14,Sunday,2020-03
Beijing,female,SCB,G,14,Sunday,2020-03
Jiangsu,female,MA,G,13,Tuesday,2020-03
Jiangsu,female,MA,I,13,Tuesday,2020-03
Shaanxi,female,SCB,I,19,Tuesday,2020-03
Others,female,SCB,G,19,Tuesday,2020-03
Zhejiang,male,MA,G,19,Tuesday,2020-03
Beijing,female,MA,I,14,Wednesday,2020-04
Oversea,female,SCB,G,19,Wednesday,2020-04
Hunan,female,SCB,I,22,Wednesday,2020-04
Oversea,female,SCB,G,22,Wednesday,2020-04
Chongqing,female,MA,G,7,Thursday,2020-04
Others,female,MA,G,15,Thursday,2020-04
Hunan,female,SCB,I,14,Friday,2020-04
Others,male,SCB,I,7,Sunday,2020-04
Oversea,male,MA,G,10,Sunday,2020-04
Oversea,female,MA,G,13,Sunday,2020-04
Shandong,female,MA,G,16,Sunday,2020-04
Others,female,SCB,G,16,Sunday,2020-04
Shanghai,female,MA,I,16,Sunday,2020-04
Fujian,female,SCB,G,17,Sunday,2020-04
Guangdong,male,SCB,G,17,Sunday,2020-04
Shanghai,female,MA,I,17,Sunday,2020-04
Guangdong,male,SCB,G,17,Sunday,2020-04
Beijing,female,MA,I,17,Sunday,2020-04
Yunnan,female,MA,I,17,Sunday,2020-04
Hebei,female,SCB,G,18,Sunday,2020-04
Jiangsu,female,SCB,G,18,Sunday,2020-04
Others,female,MA,G,18,Sunday,2020-04
Guangdong,male,SCB,G,18,Sunday,2020-04
Shanghai,female,SCB,G,18,Sunday,2020-04
Guangdong,male,SCB,G,19,Sunday,2020-04
Fujian,female,SCB,I,19,Sunday,2020-04
Others,female,MA,I,19,Sunday,2020-04
Jiangsu,female,SCB,I,20,Sunday,2020-04
Jiangsu,female,MA,I,20,Sunday,2020-04
Oversea,female,MA,I,21,Sunday,2020-04
Others,female,SCB,G,21,Sunday,2020-04
Guangdong,male,SCB,G,21,Sunday,2020-04
Fujian,female,SCB,G,21,Sunday,2020-04
Guangdong,male,SCB,G,21,Sunday,2020-04
Oversea,female,MA,I,21,Sunday,2020-04
Hubei,female,MA,I,22,Sunday,2020-04
Sichuan,female,SCB,G,22,Sunday,2020-04
Beijing,female,SCB,I,22,Sunday,2020-04
Liaoning,female,MA,I,22,Sunday,2020-04
Hubei,male,MA,G,23,Sunday,2020-04
Hubei,female,MA,I,23,Sunday,2020-04
Guangdong,male,SCB,G,23,Sunday,2020-04
Guangdong,female,SCB,I,23,Sunday,2020-04
Hubei,female,MA,I,23,Sunday,2020-04
Others,female,SCB,G,0,Monday,2020-04
Shanghai,female,SCB,G,0,Monday,2020-04
Others,female,SCB,G,2,Monday,2020-04
Chongqing,female,SCB,I,3,Monday,2020-04
Oversea,female,SCB,I,10,Monday,2020-04
Others,female,MA,I,10,Monday,2020-04
Hebei,male,SO,G,11,Monday,2020-04
Shanghai,female,MA,I,12,Monday,2020-04
Sichuan,male,MA,I,16,Monday,2020-04
Others,female,SCB,G,17,Monday,2020-04
Zhejiang,female,SCB,G,17,Monday,2020-04
Sichuan,male,MA,G,17,Monday,2020-04
Shanghai,female,SCB,I,18,Monday,2020-04
Shaanxi,male,SCB,I,18,Monday,2020-04
Anhui,male,MA,I,20,Monday,2020-04
Shandong,female,MA,G,15,Tuesday,2020-04
Others,female,MA,I,15,Tuesday,2020-04
Zhejiang,male,SCB,I,15,Tuesday,2020-04
Beijing,male,MA,G,18,Tuesday,2020-04
Chongqing,female,MA,I,23,Tuesday,2020-04
Oversea,female,MA,I,23,Tuesday,2020-04
Beijing,male,SCB,G,23,Tuesday,2020-04
Guangdong,male,SCB,I,0,Wednesday,2020-04
Shaanxi,male,MA,I,2,Wednesday,2020-04
Henan,female,MA,I,11,Wednesday,2020-04
Jiangsu,male,SCB,I,11,Wednesday,2020-04
Henan,female,SCB,I,12,Wednesday,2020-04
Others,male,SCB,G,12,Wednesday,2020-04
Others,female,SCB,I,14,Wednesday,2020-04
Others,female,MA,I,14,Wednesday,2020-04
Hubei,female,MA,I,14,Wednesday,2020-04
Oversea,male,SCB,I,16,Wednesday,2020-04
Henan,female,SCB,I,18,Wednesday,2020-04
Henan,female,MA,I,18,Wednesday,2020-04
Others,male,MA,I,19,Wednesday,2020-04
Others,female,SCB,I,19,Wednesday,2020-04
Zhejiang,female,MA,G,21,Wednesday,2020-04
Oversea,female,MA,I,21,Wednesday,2020-04
Shaanxi,female,SCB,G,5,Thursday,2020-04
Zhejiang,male,MA,G,13,Thursday,2020-04
Others,male,MA,I,15,Thursday,2020-04
Shanxi,male,MA,I,18,Thursday,2020-04
Shaanxi,female,SCB,G,20,Thursday,2020-04
Zhejiang,male,SCB,I,20,Thursday,2020-04
Guangxi,male,SCB,I,20,Thursday,2020-04
Shaanxi,female,SCB,G,21,Thursday,2020-04
Shaanxi,female,SCB,G,21,Thursday,2020-04
Others,male,SCB,I,21,Thursday,2020-04
Anhui,female,MA,G,22,Thursday,2020-04
Others,female,MA,I,9,Friday,2020-04
Others,female,MA,I,13,Friday,2020-04
Others,female,MA,I,13,Friday,2020-04
Others,female,SCB,G,16,Friday,2020-04
Hubei,female,MA,I,17,Friday,2020-04
Beijing,female,SCB,G,17,Friday,2020-04
Shanxi,female,SCB,I,17,Friday,2020-04
Oversea,female,MA,I,19,Friday,2020-04
Macau,male,SCB,I,15,Sunday,2020-04
Oversea,female,MA,I,15,Sunday,2020-04
Others,female,MA,G,18,Sunday,2020-04
Guangdong,female,MA,G,22,Sunday,2020-04
Hubei,female,MA,G,23,Sunday,2020-04
Others,female,SCB,G,23,Sunday,2020-04
Oversea,female,MA,I,23,Sunday,2020-04
Chongqing,male,MA,I,0,Monday,2020-04
Others,female,SCB,I,0,Monday,2020-04
Qinghai,female,MA,I,0,Monday,2020-04
Beijing,female,SCB,G,0,Monday,2020-04
Others,female,MA,I,0,Monday,2020-04
Henan,female,SCB,G,2,Monday,2020-04
Henan,female,SO,G,2,Monday,2020-04
Guangdong,female,MA,I,5,Monday,2020-04
Jiangsu,female,MA,G,6,Monday,2020-04
Others,female,MA,I,9,Monday,2020-04
Chongqing,female,MA,I,9,Monday,2020-04
Guangdong,female,MA,I,10,Monday,2020-04
Hebei,female,SO,G,10,Monday,2020-04
Liaoning,female,MA,I,12,Monday,2020-04
Oversea,female,MA,G,14,Monday,2020-04
Beijing,male,MA,I,16,Monday,2020-04
Others,male,MA,I,16,Monday,2020-04
Tianjin,male,MA,I,16,Monday,2020-04
Others,male,MA,I,16,Monday,2020-04
Others,male,SCB,G,17,Monday,2020-04
Oversea,male,MA,G,17,Monday,2020-04
Zhejiang,male,SCB,G,19,Monday,2020-04
Zhejiang,female,MA,I,20,Monday,2020-04
Hubei,female,MA,I,20,Monday,2020-04
Oversea,female,MA,I,20,Monday,2020-04
Fujian,female,MA,G,21,Monday,2020-04
Others,female,MA,I,22,Monday,2020-04
Jiangsu,female,MA,G,1,Tuesday,2020-04
Zhejiang,female,SCB,G,9,Tuesday,2020-04
Jiangsu,female,SCB,G,11,Tuesday,2020-04
Beijing,female,MA,I,16,Tuesday,2020-04
Shanghai,female,SCB,I,18,Tuesday,2020-04
Sichuan,female,MA,G,20,Tuesday,2020-04
Others,male,SCB,I,10,Wednesday,2020-04
Jiangsu,female,SO,I,23,Wednesday,2020-04
Fujian,male,SO,I,2,Thursday,2020-04
Oversea,female,MA,G,2,Thursday,2020-04
Oversea,female,MA,G,7,Thursday,2020-04
Oversea,female,MA,G,23,Thursday,2020-04
Others,female,MA,I,10,Friday,2020-04
Zhejiang,male,MA,G,19,Friday,2020-04
Others,male,SCB,I,21,Friday,2020-04
Others,male,MA,I,22,Friday,2020-04
Shanxi,male,SCB,G,22,Friday,2020-04
Oversea,female,SCB,G,23,Friday,2020-04
Oversea,female,SCB,G,23,Friday,2020-04
Others,male,MA,G,2,Saturday,2020-04
Others,female,MA,I,11,Saturday,2020-04
Others,female,SCB,G,16,Saturday,2020-04
Others,female,MA,G,20,Saturday,2020-04
Jiangxi,female,MA,I,22,Saturday,2020-04
Others,female,MA,I,22,Saturday,2020-04
Oversea,female,MA,I,23,Saturday,2020-04
Guangdong,male,MA,G,23,Saturday,2020-04
Oversea,female,MA,G,3,Sunday,2020-04
Beijing,female,MA,I,7,Sunday,2020-04
Hebei,male,MA,I,9,Sunday,2020-04
Oversea,male,SCB,G,13,Sunday,2020-04
Fujian,male,MA,I,17,Sunday,2020-04
Inner Mongolia,female,SCB,G,18,Sunday,2020-04
Xinjiang,female,MA,I,19,Sunday,2020-04
Tianjin,female,MA,I,0,Monday,2020-04
Others,female,MA,I,0,Monday,2020-04
Jiangsu,female,MA,I,0,Monday,2020-04
Jiangsu,female,MA,I,0,Monday,2020-04
Others,female,MA,G,15,Monday,2020-04
Henan,female,SCB,I,18,Monday,2020-04
Zhejiang,male,MA,I,20,Monday,2020-04
Hebei,male,MA,I,21,Tuesday,2020-04
Hong Kong,male,MA,I,22,Tuesday,2020-04
Hunan,female,SCB,I,23,Tuesday,2020-04
Hubei,female,SCB,I,8,Wednesday,2020-04
Guangdong,male,SCB,G,12,Wednesday,2020-04
Others,female,MA,I,16,Wednesday,2020-04
Jiangxi,female,SCB,G,20,Wednesday,2020-04
Oversea,male,SCB,G,22,Wednesday,2020-04
Jiangsu,female,MA,G,22,Wednesday,2020-04
Beijing,female,MA,G,21,Thursday,2020-04
Zhejiang,male,SCB,G,11,Friday,2020-04
Heilongjiang,female,MA,G,20,Friday,2020-04
Guangxi,male,MA,I,20,Friday,2020-04
Heilongjiang,female,SA,I,20,Friday,2020-04
Heilongjiang,female,MA,G,20,Friday,2020-04
Oversea,female,MA,I,20,Friday,2020-04
Jiangxi,male,MA,I,22,Friday,2020-04
Jiangxi,male,SCB,I,22,Friday,2020-04
Ningxia,female,MA,G,23,Friday,2020-04
Heilongjiang,female,MA,G,23,Friday,2020-04
Shanghai,male,SCB,I,23,Friday,2020-04
Others,male,SCB,G,23,Friday,2020-04
Others,male,SCB,I,0,Saturday,2020-04
Sichuan,female,SCB,G,0,Saturday,2020-04
Guangdong,female,MA,I,0,Saturday,2020-04
Hebei,male,SCB,G,0,Saturday,2020-04
Jiangsu,female,MA,I,0,Saturday,2020-04
Others,female,MA,I,0,Saturday,2020-04
Shandong,female,SCB,G,0,Saturday,2020-04
Oversea,female,MA,I,0,Saturday,2020-04
Others,female,MA,G,0,Saturday,2020-04
Shandong,female,MA,G,0,Saturday,2020-04
Henan,male,MA,I,1,Saturday,2020-04
Guangdong,female,MA,G,1,Saturday,2020-04
Others,female,MA,I,1,Saturday,2020-04
Jiangsu,female,MA,I,1,Saturday,2020-04
Others,female,MA,G,1,Saturday,2020-04
Oversea,female,MA,I,1,Saturday,2020-04
Macau,male,MA,I,2,Saturday,2020-04
Beijing,female,MA,I,7,Saturday,2020-04
Guangdong,male,SCB,I,7,Saturday,2020-04
Shandong,male,MA,I,8,Saturday,2020-04
Beijing,female,SO,I,8,Saturday,2020-04
